swing_length_zscore,bat_speed_zscore,release_speed_zscore,launch_angle,hit_outcome_factor
-0.38676234828019496,0.26196771489733506,-2.27526671696584e-4,14,1
0.5562813283479421,1.2784187666726918,-1.0846759486206359,13,1
1.1126140958798059,0.7880834596852251,-1.5252331200373912,19,2
-2.3697274845444256,-3.695490990269044,0.016716979921254614,-76,1
0.4943085076719453,1.0587474014982667,0.9825538557195284,13,2
1.0720694671448647,-1.1348453611001796,-1.186342988178348,30,1
-0.013718738845200489,-0.12209194815327487,-1.0677314420276847,24,2
-1.3797882035023155,-0.6920274943385264,0.9656093491265747,-6,2
-0.7744004998256058,-0.3808505468975105,1.1858879348349547,11,2
1.6945539973495283,0.3705825618618512,-1.321899040921967,22,1
-0.4423841932771586,-0.6249488713476233,-1.8980122650823392,12,2
-0.4837036410449428,-0.5850536026894092,-0.37300667171664464,5,1
1.5804904741541115,1.1010711669167368,-0.7796748299474975,19,2
0.07730344458668997,-0.11881735668088886,0.4064406315591539,19,1
0.4781135196904136,0.22057055493349983,-0.5593962442391198,31,3
0.994790795082401,1.3262494668784284,0.3894961249662027,21,3
0.9184901732745083,0.9258256294559765,0.08449500629306422,10,1
-0.9658570126457116,-0.1760985542249059,0.08449500629306422,-14,1
0.5842764291411157,0.9962769206419521,0.10143951288601542,27,3
-0.001334336271087183,-0.10420246116890446,-1.457455093665584,10,1
0.02780394014431289,-1.3324362891849826,-1.135509468399492,12,1
0.6331535379669486,1.095149967763495,-0.33911765853073983,-32,2
-1.036403650488401,0.13431427307816454,0.880886816161814,11,1
-1.228482558925051,-0.9769959993469933,0.37255161837324907,29,1
-0.552751448627381,-0.42752482007455767,0.5250521777098195,2,1
-1.2380217243949585,-0.5848252449470347,0.6606082304534363,21,1
0.11971526017126692,0.31796220439297057,1.15199892164905,2,1
-0.418288591550911,0.3181861706402979,0.4911631645239147,21,2
0.5226846670058621,-0.5005773401592506,-1.0846759486206359,6,1
1.294302808105561,1.3315148694381858,-1.559122133223296,9,1
-0.5413450963078389,-0.3586764245802501,0.13532852607192022,23,3
0.09794411554354399,-0.4499712150846506,0.9486648425336236,39,1
-1.581711124241466,-1.1705394328313719,-0.6780077903897831,-27,1
1.0850000536273745,0.16568564985273718,-1.3049545343290136,16,2
0.2579632987524402,-0.7306258081265888,-0.01717203326465019,-15,1
0.6996482533264156,0.9243530147839962,-0.5255072310532151,-4,1
0.2785277580011464,0.7387801448075062,-2.27526671696584e-4,21,2
0.7469630221352059,0.29133217843603676,-2.1352353573836704,18,1
2.009257544196935,-0.40770161143840905,-1.2880100277360624,35,1
0.0671799893543123,0.6951564968555177,-0.051061046450554995,17,2
-1.6025550264200492,-1.666675904774166,0.22005105903668104,29,1
-0.4556958383004105,0.34578525317064224,0.28782908540848823,14,1
-0.6294585328787322,-0.03107967716348135,0.11838401947896662,-2,1
0.02335825716899054,0.0048090841814027565,0.9317203359406724,22,2
-0.7579641747682699,0.21581456579904162,0.4403296447450587,15,1
-0.6379053305318445,0.0891784869987848,0.016716979921254614,12,1
1.0931547063992522,0.4643980705224645,-0.5424517376461663,19,1
-1.0096787448310334,0.11772759629067532,0.10143951288601542,10,1
-0.0029855899476350974,-0.28315002895316294,0.08449500629306422,5,2
-0.7343766510963448,1.9937186541962932,0.4064406315591539,-14,1
1.3551832609647627,0.8677715287839239,-1.2202320013642527,6,2
0.4516299511088489,0.394678695177433,-0.5593962442391198,6,1
-0.9625418033412558,-0.32333952777943875,-0.6102297640179759,21,1
1.2053383407936769,-0.41386141515579966,-0.4407846980884543,21,2
0.34225344796455637,1.0554420695605617,-0.5424517376461663,17,1
0.39657969392299797,0.7152256292142227,0.6606082304534363,16,2
0.5130057800710168,0.17351422168748104,0.6944972436393411,17,1
-0.6292680036083617,0.5078050713855312,0.5928302040816291,10,1
0.9852135237584208,0.8254462995337717,0.6097747106745803,32,3
0.7337656946741768,0.4385189902183392,0.27088457881553707,10,1
-1.470657963517908,-1.0117224783364565,0.8639423095688628,-9,1
0.44070627294091413,0.1397538716080658,0.033661486514205814,4,1
0.7904672055365757,-0.3983887142782283,-0.9152308826911143,-75,1
-0.8917284245200469,-1.095488782500899,-0.6271742706109271,29,1
-1.0901837125384464,-0.5614010103734391,0.13532852607192022,17,1
0.5418265077024649,1.1484949219149099,0.6267192172675315,26,3
0.7654443613611895,0.6477444525108013,-2.711348581544043,21,1
1.2569844750155679,-0.024763243456126672,-1.2202320013642527,11,1
0.15985342646275066,0.6038456042026176,-1.5421776266303449,4,1
-0.3656644070744499,-0.18085015186431913,0.9825538557195284,-10,1
0.5461578731155644,-0.5992249572017817,-0.8813418695052095,16,1
0.5657188782069844,0.5660377595227768,-1.0507869354347312,9,1
0.30195015630541727,0.21732377626307026,-1.321899040921967,31,3
-0.19839240964009938,0.4505604696335626,-0.47467371127435903,7,1
1.6613129906454753,-2.1107219263169243,-0.8305083497263535,-11,1
0.7170245227842477,0.9323499272621588,0.13532852607192022,10,1
-0.3492915917739042,-0.6997565256189034,0.8131087897900068,2,2
0.05618009947822862,-0.1280072919797914,-0.33911765853073983,6,1
-0.18443296509758592,-1.6104076787540176,-1.0846759486206359,31,1
-1.2933768284134026,-0.9806511870566708,0.47421865793096346,42,1
0.09396840476847028,0.4708638150613694,-0.5085627244602614,-1,1
-0.5282112786036,-0.4859317041819472,1.15199892164905,35,1
0.8698289976217634,0.3641665876001297,-0.6102297640179759,8,1
0.36015049742806854,-0.586829230519541,0.9825538557195284,11,1
0.6588495855643127,-0.2647540562068582,-0.03411653985760139,31,3
0.40213044666647185,0.16326739991425582,0.4064406315591539,28,2
-0.08831729917111264,0.2655848429832837,0.15227303266487144,25,2
-0.8074382753079307,-1.3417784629788012,0.5758856974886755,15,1
-1.804223908132039,-1.6790101505257666,1.0503318820913357,-6,2
-0.5495378549337906,-0.3458166632548508,0.45727415133800986,28,1
0.007214076992890349,0.9382477051084913,1.067276388684289,23,3
-0.865778337895521,-0.5921692884950733,0.6097747106745803,10,1
-1.2323439521379032,-5.823843702469043,-1.0677314420276847,-71,1
0.9518581994921428,0.3492398959399016,1.0842208952772403,18,2
1.2803560655144062,0.29550263489774053,-1.1693984815853968,19,2
0.24766201620105066,0.16471952094268927,0.8469978029759115,18,1
0.4626806487903652,-2.0644794834860365,-0.5255072310532151,26,1
1.5796775492671944,-0.8229394254815833,-0.9491198958770192,37,1
0.14608451119060886,-0.7250515370819526,-1.2880100277360624,8,1
0.07428038016347001,0.8945625762258648,0.15227303266487144,23,2
1.5502344260192011,1.9879877531616952,-0.8305083497263535,-52,1
-1.1081569737101074,-0.38153708395631825,0.3894961249662027,-21,1
-0.46071310908684554,-0.6471405596450678,-0.7457858167615927,-52,1
0.05225519650858638,0.9061619784731566,-0.1357835794153158,34,3
-0.4355759473492366,-0.7137156245374012,-0.051061046450554995,33,1
-0.2049466165408607,-0.599669962033076,0.6097747106745803,15,1
0.6860698673246443,-0.4413360719931834,0.18616204585077623,21,1
0.22422691594542107,-0.07659898714351514,-0.03411653985760139,24,2
0.5073280078139615,-0.15731466608290004,1.202832441427906,17,1
1.1162214500654972,-1.1014641434263723,0.6944972436393411,15,1
-1.0451425930227491,-0.7674748430547914,-0.37300667171664464,-7,1
0.6965870830491218,0.3008983184771836,1.15199892164905,27,3
-0.20824912389395653,0.6365798082730292,0.9994983623124796,33,1
0.4154801975437976,0.7626567033708056,-1.0507869354347312,12,2
-1.1279847197800454,-0.47881748220796333,0.016716979921254614,17,1
-0.19437859301095067,0.5194586354050535,0.6606082304534363,16,2
-0.254331803421015,-0.4211264117930182,-0.9491198958770192,-8,1
0.9983219375599424,-0.08240747125725312,-0.576340750832071,-44,1
1.3733724553095128,0.4247179851214857,0.6436637238604851,24,3
0.5461959789696383,1.0070214451870216,0.9656093491265747,32,3
0.5954287424334971,1.9651944300429944,-1.135509468399492,14,1
0.25911917632602427,0.657044175185845,-1.1185649618065407,14,1
-0.9301264234754762,-0.8266985452406745,0.45727415133800986,-19,2
0.09072940717216349,-0.2412741960293519,0.8469978029759115,39,3
-1.143417590680094,0.1250467547001222,-0.01717203326465019,17,1
1.298367432540141,-0.4838574546887088,-1.559122133223296,-55,1
1.6927249163539686,-0.1288621696820137,-0.38995117830959825,28,2
0.5609302425449937,-0.03348914411187067,0.08449500629306422,3,1
-0.22285636795573158,1.2508152926473004,-1.1693984815853968,22,2
0.7165926564380729,-0.33871415193432364,-1.0846759486206359,13,1
-1.317688363312738,-0.10149144489404588,0.9825538557195284,13,1
-0.9871327811704695,1.0048681487829632,1.4908890535080932,-88,1
0.9096496151292951,0.9034480345349333,-1.135509468399492,17,1
-1.0014351783996491,0.21277857889080237,0.4233851381521075,-2,1
1.3069285477554773,0.05907625229240961,-0.7457858167615927,-48,1
0.8080721101188533,1.404882113334485,-0.30522864534483746,34,2
0.5000370877344332,0.8466996717231247,-0.8305083497263535,-10,1
-1.6665347554106198,-2.157579178454206,-1.4405105870726305,-9,1
-0.520348770712959,0.43581968459693526,-0.051061046450554995,1,1
0.3640499964949945,0.7597012272050709,-0.6610632837968319,15,1
-0.3213854046402371,0.04870061333117676,-1.2541210145501576,7,1
-1.0183541776085911,-0.17932776691515348,1.2367214546138108,23,2
